forecast_date,district,block,rainfall_mm,temp_max_degC,temp_min_degC,humidity_morning_pct,humidity_evening_pct,wind_speed_kmph,wind_direction_deg,cloud_cover_octa,warning
2025-08-23,KANPUR-DEHAT,AKBARPUR,14.0,31.2,26.1,91,66,6,154,7,NG
2025-08-24,KANPUR-DEHAT,AKBARPUR,25.9,30.2,26.1,93,69,4,166,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,AKBARPUR,24.5,30.2,26.1,94,73,6,109,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,AKBARPUR,6.9,31.2,26.1,94,67,7,129,6,Nil
2025-08-22,KANPUR-DEHAT,AMRODHA,2.7,33.0,26.1,90,62,6,201,6,NG
2025-08-23,KANPUR-DEHAT,AMRODHA,13.5,31.2,26.1,91,66,6,159,7,NG
2025-08-24,KANPUR-DEHAT,AMRODHA,25.0,30.3,26.1,93,69,4,173,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,AMRODHA,24.6,30.2,26.1,94,73,5,116,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,AMRODHA,6.9,31.2,26.1,94,67,7,132,6,Nil
2025-08-22,KANPUR-DEHAT,DERAPUR,3.0,33.0,26.1,90,62,6,198,6,NG
2025-08-23,KANPUR-DEHAT,DERAPUR,13.7,31.2,26.1,91,66,6,152,7,NG
2025-08-24,KANPUR-DEHAT,DERAPUR,25.6,30.2,26.1,93,69,4,164,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,DERAPUR,24.3,30.1,26.1,94,73,6,108,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,DERAPUR,7.1,31.2,26.1,94,67,7,129,6,Nil
2025-08-22,KANPUR-DEHAT,JHINJHAK,2.9,33.0,26.1,90,62,6,198,6,NG
2025-08-23,KANPUR-DEHAT,JHINJHAK,13.9,31.2,26.1,91,66,6,152,7,NG
2025-08-24,KANPUR-DEHAT,JHINJHAK,25.5,30.2,26.1,93,69,4,163,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,JHINJHAK,24.6,30.1,26.1,94,73,6,107,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,JHINJHAK,7.1,31.2,26.1,94,67,7,129,6,Nil
2025-08-22,KANPUR-DEHAT,MAITHA,3.0,33.0,26.1,90,62,6,197,6,NG
2025-08-23,KANPUR-DEHAT,MAITHA,13.7,31.2,26.1,91,66,6,152,7,NG
2025-08-24,KANPUR-DEHAT,MAITHA,25.6,30.2,26.1,93,69,4,161,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,MAITHA,24.8,30.1,26.1,94,73,6,107,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,MAITHA,6.8,31.2,26.1,94,67,7,127,6,Nil
2025-08-22,KANPUR-DEHAT,MALASA,2.8,33.0,26.1,90,62,6,201,6,NG
2025-08-23,KANPUR-DEHAT,MALASA,13.7,31.2,26.1,91,66,6,158,7,NG
2025-08-24,KANPUR-DEHAT,MALASA,25.1,30.3,26.1,93,69,4,170,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,MALASA,24.6,30.2,26.1,94,73,6,112,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,MALASA,6.9,31.2,26.1,94,67,7,130,6,Nil
2025-08-22,KANPUR-DEHAT,RAJPUR,3.2,33.1,26.2,90,62,6,195,6,NG
2025-08-23,KANPUR-DEHAT,RAJPUR,14.2,31.2,26.2,91,66,6,150,7,NG
2025-08-24,KANPUR-DEHAT,RAJPUR,25.3,30.2,26.1,93,69,4,158,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,RAJPUR,24.1,30.1,26.1,94,73,6,105,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,RAJPUR,7.1,31.2,26.1,94,67,7,127,6,Nil
2025-08-22,KANPUR-DEHAT,RASULABAD,3.7,33.0,26.2,90,62,6,188,6,NG
2025-08-23,KANPUR-DEHAT,RASULABAD,15.1,31.2,26.2,91,66,7,149,7,NG
2025-08-24,KANPUR-DEHAT,RASULABAD,24.6,30.2,26.1,93,69,5,154,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,RASULABAD,24.5,30.0,26.0,94,73,7,158,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,RASULABAD,6.9,31.1,26.1,94,67,8,124,6,Nil
2025-08-22,KANPUR-DEHAT,SANDALPUR,3.0,33.0,26.1,90,62,6,199,6,NG
2025-08-23,KANPUR-DEHAT,SANDALPUR,13.5,31.2,26.1,91,66,6,152,7,NG
2025-08-24,KANPUR-DEHAT,SANDALPUR,25.3,30.2,26.1,93,69,4,164,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,SANDALPUR,24.3,30.1,26.1,94,73,6,109,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,SANDALPUR,7.1,31.2,26.1,94,67,7,129,6,Nil
2025-08-22,KANPUR-DEHAT,SARBANKHERA,2.9,33.0,26.1,90,62,6,200,6,NG
2025-08-23,KANPUR-DEHAT,SARBANKHERA,13.5,31.2,26.1,91,66,6,156,7,NG
2025-08-24,KANPUR-DEHAT,SARBANKHERA,25.1,30.2,26.1,93,69,4,166,7,HEAVY-RAIN
2025-08-25,KANPUR-DEHAT,SARBANKHERA,24.9,30.2,26.1,94,73,6,110,8,HEAVY-RAIN
2025-08-26,KANPUR-DEHAT,SARBANKHERA,7.0,31.2,26.1,94,67,7,129,6,Nil
2025-08-22,KANPUR-NAGAR,BHITARGAON,2.8,33.0,26.1,91,64,6,197,6,NG
2025-08-23,KANPUR-NAGAR,BHITARGAON,16.2,31.2,26.1,93,68,6,161,7,NG
2025-08-24,KANPUR-NAGAR,BHITARGAON,24.2,30.2,26.1,95,71,4,165,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,BHITARGAON,25.7,30.2,26.1,95,74,7,108,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,BHITARGAON,7.1,31.2,26.1,95,70,7,122,6,Nil
2025-08-22,KANPUR-NAGAR,BILHAUR,3.4,33.0,26.2,91,64,6,189,6,NG
2025-08-23,KANPUR-NAGAR,BILHAUR,16.6,31.2,26.1,93,68,6,152,7,NG
2025-08-24,KANPUR-NAGAR,BILHAUR,25.2,30.2,26.1,95,71,4,152,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,BILHAUR,25.7,30.1,26.0,95,74,8,103,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,BILHAUR,7.0,31.1,26.1,95,70,8,118,6,Nil
2025-08-22,KANPUR-NAGAR,CHAUBEYPUR,3.1,33.0,26.2,91,64,6,174,6,NG
2025-08-23,KANPUR-NAGAR,CHAUBEYPUR,17.7,31.2,26.1,93,68,6,153,7,NG
2025-08-24,KANPUR-NAGAR,CHAUBEYPUR,24.6,30.2,26.1,95,71,4,154,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,CHAUBEYPUR,25.2,30.1,26.0,95,74,8,104,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,CHAUBEYPUR,6.9,31.1,26.1,95,70,7,119,6,Nil
2025-08-22,KANPUR-NAGAR,GHATAMPUR,2.8,33.0,26.1,91,64,6,198,6,NG
2025-08-23,KANPUR-NAGAR,GHATAMPUR,16.2,31.2,26.1,93,68,6,144,7,NG
2025-08-24,KANPUR-NAGAR,GHATAMPUR,24.3,30.3,26.1,95,71,4,168,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,GHATAMPUR,25.6,30.2,26.1,95,74,7,111,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,GHATAMPUR,7.0,31.2,26.1,95,70,7,123,6,Nil
2025-08-22,KANPUR-NAGAR,KAKWAN,3.2,33.0,26.2,91,64,6,191,6,NG
2025-08-23,KANPUR-NAGAR,KAKWAN,17.0,31.2,26.2,93,68,6,153,7,NG
2025-08-24,KANPUR-NAGAR,KAKWAN,24.8,30.2,26.1,95,71,4,154,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,KAKWAN,25.3,30.1,26.1,95,74,7,103,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,KAKWAN,6.9,31.2,26.1,95,70,7,119,6,Nil
2025-08-22,KANPUR-NAGAR,KALYANPUR,2.9,33.0,26.1,91,64,6,194,6,NG
2025-08-23,KANPUR-NAGAR,KALYANPUR,17.2,31.2,26.1,93,68,6,154,7,NG
2025-08-24,KANPUR-NAGAR,KALYANPUR,24.4,30.2,26.1,95,71,4,158,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,KALYANPUR,25.6,30.2,26.0,95,74,7,104,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,KALYANPUR,7.0,31.1,26.1,95,70,7,119,6,Nil
2025-08-22,KANPUR-NAGAR,PATARA,2.8,33.0,26.1,91,64,6,197,6,NG
2025-08-23,KANPUR-NAGAR,PATARA,16.1,31.2,26.1,93,68,6,160,7,NG
2025-08-24,KANPUR-NAGAR,PATARA,24.2,30.2,26.1,95,71,4,165,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,PATARA,25.7,30.2,26.1,95,74,7,108,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,PATARA,7.1,31.2,26.1,95,70,7,122,6,Nil
2025-08-22,KANPUR-NAGAR,SARSOL,2.9,33.0,26.1,91,64,6,196,6,NG
2025-08-23,KANPUR-NAGAR,SARSOL,30.9,31.2,26.0,94,70,7,225,8,"NG, HEAVY-RAIN"
2025-08-24,KANPUR-NAGAR,SARSOL,25.6,30.1,26.0,95,74,6,224,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,SARSOL,23.5,31.0,26.0,94,73,4,195,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,SARSOL,7.2,31.2,26.1,95,70,7,120,6,Nil
2025-08-22,KANPUR-NAGAR,SHIVRAJPUR,3.3,33.0,26.2,91,64,6,191,6,NG
2025-08-23,KANPUR-NAGAR,SHIVRAJPUR,17.6,31.2,26.1,93,68,6,152,7,NG
2025-08-24,KANPUR-NAGAR,SHIVRAJPUR,24.6,30.2,26.1,95,71,4,154,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,SHIVRAJPUR,25.4,30.1,26.0,95,74,7,103,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,SHIVRAJPUR,6.9,31.2,26.1,95,70,7,119,6,Nil
2025-08-22,KANPUR-NAGAR,VIDHUNU,2.8,33.0,26.1,91,64,6,198,6,NG
2025-08-23,KANPUR-NAGAR,VIDHUNU,16.2,31.2,26.1,93,68,6,160,7,NG
2025-08-24,KANPUR-NAGAR,VIDHUNU,24.3,30.2,26.1,95,71,4,165,7,HEAVY-RAIN
2025-08-25,KANPUR-NAGAR,VIDHUNU,25.7,30.2,26.1,95,74,7,109,8,HEAVY-RAIN
2025-08-26,KANPUR-NAGAR,VIDHUNU,7.1,31.2,26.1,95,70,7,122,6,Nil
2025-08-22,KASGANJ,AMANPUR,9.0,32.9,27.0,91,64,10,77,7,Nil
2025-08-23,KASGANJ,AMANPUR,17.4,31.2,26.1,91,67,13,93,7,NG
2025-08-24,KASGANJ,AMANPUR,16.4,30.2,26.1,92,71,12,104,7,Nil
2025-08-25,KASGANJ,AMANPUR,18.3,29.1,26.0,94,76,14,143,8,Nil
2025-08-26,KASGANJ,AMANPUR,11.1,30.2,26.0,93,71,15,97,6,Nil
2025-08-22,KASGANJ,GANJ-DUNDWARA,8.8,33.0,27.0,91,64,10,78,7,Nil
2025-08-23,KASGANJ,GANJ-DUNDWARA,17.0,31.2,26.1,91,67,13,93,7,NG
2025-08-24,KASGANJ,GANJ-DUNDWARA,15.8,30.1,26.1,92,71,12,104,7,Nil
2025-08-25,KASGANJ,GANJ-DUNDWARA,17.6,29.1,26.0,94,76,14,89,8,Nil
2025-08-26,KASGANJ,GANJ-DUNDWARA,11.3,30.2,26.0,93,71,15,97,6,Nil
2025-08-22,KASGANJ,KASGANJ,9.4,32.9,27.0,91,64,10,77,7,Nil
2025-08-23,KASGANJ,KASGANJ,17.4,31.2,26.1,91,67,13,93,7,NG
2025-08-24,KASGANJ,KASGANJ,16.4,30.2,26.0,92,71,12,105,7,Nil
2025-08-25,KASGANJ,KASGANJ,19.0,29.1,26.0,94,76,14,90,8,Nil
2025-08-26,KASGANJ,KASGANJ,11.2,30.1,26.0,93,72,15,97,6,Nil
2025-08-22,KASGANJ,PATIYALI,8.9,33.0,27.0,91,64,10,78,7,Nil
2025-08-23,KASGANJ,PATIYALI,16.6,31.2,26.1,91,67,13,93,7,NG
2025-08-24,KASGANJ,PATIYALI,15.8,30.1,26.1,92,71,12,104,7,Nil
2025-08-25,KASGANJ,PATIYALI,17.3,29.2,26.0,94,76,14,89,8,Nil
2025-08-26,KASGANJ,PATIYALI,11.2,30.2,26.0,93,71,15,97,6,Nil
2025-08-22,KASGANJ,SAHAWAR,8.8,32.9,27.0,91,64,10,78,7,Nil
2025-08-23,KASGANJ,SAHAWAR,17.3,31.2,26.1,91,67,13,93,7,NG
2025-08-24,KASGANJ,SAHAWAR,16.4,30.2,26.1,92,71,12,104,7,Nil
2025-08-25,KASGANJ,SAHAWAR,18.5,29.1,26.0,94,76,14,143,8,Nil
2025-08-26,KASGANJ,SAHAWAR,11.0,30.2,26.0,93,71,15,97,6,Nil
2025-08-22,KASGANJ,SIDHPURA,8.9,33.0,27.0,91,64,10,78,7,Nil
2025-08-23,KASGANJ,SIDHPURA,16.7,31.2,26.1,91,67,13,94,7,NG
2025-08-24,KASGANJ,SIDHPURA,16.5,30.2,26.1,92,71,12,104,7,Nil
2025-08-25,KASGANJ,SIDHPURA,17.6,29.1,26.0,94,76,14,143,8,Nil
2025-08-26,KASGANJ,SIDHPURA,11.2,30.2,26.0,93,71,15,97,6,Nil
2025-08-22,KASGANJ,SORON,9.1,32.9,27.0,91,64,10,78,7,Nil
2025-08-23,KASGANJ,SORON,16.9,31.2,26.1,91,67,13,93,7,NG
2025-08-24,KASGANJ,SORON,16.2,30.2,26.0,92,71,12,104,7,Nil
2025-08-25,KASGANJ,SORON,18.4,29.2,26.0,94,76,14,89,8,Nil
2025-08-26,KASGANJ,SORON,11.4,30.2,26.0,93,71,15,97,6,Nil
2025-08-22,KAUSHAMBI,CHAIL,6.3,33.0,26.1,92,68,8,233,6,NG
2025-08-23,KAUSHAMBI,CHAIL,30.9,31.1,26.0,94,70,8,240,8,"NG, HEAVY-RAIN"
2025-08-24,KAUSHAMBI,CHAIL,25.3,30.2,26.0,95,74,7,239,7,HEAVY-RAIN
2025-08-25,KAUSHAMBI,CHAIL,22.8,31.1,26.1,94,73,4,213,8,HEAVY-RAIN
2025-08-26,KAUSHAMBI,CHAIL,10.0,31.3,26.1,95,69,2,196,6,Nil
2025-08-22,KAUSHAMBI,KARA,5.9,33.0,26.1,92,68,8,232,6,NG
2025-08-23,KAUSHAMBI,KARA,31.0,31.1,26.0,94,70,8,238,8,"NG, HEAVY-RAIN"
2025-08-24,KAUSHAMBI,KARA,26.1,30.1,26.0,95,74,7,237,7,HEAVY-RAIN
2025-08-25,KAUSHAMBI,KARA,22.9,31.1,26.1,94,73,4,208,8,HEAVY-RAIN
2025-08-26,KAUSHAMBI,KARA,10.0,31.2,26.1,95,69,2,186,6,Nil
2025-08-22,KAUSHAMBI,KAUSHAMBI,6.2,32.9,26.1,92,68,8,233,6,NG
2025-08-23,KAUSHAMBI,KAUSHAMBI,30.0,31.1,26.0,94,70,8,239,8,"NG, HEAVY-RAIN"
2025-08-24,KAUSHAMBI,KAUSHAMBI,25.3,30.1,26.0,95,74,7,239,7,HEAVY-RAIN
2025-08-25,KAUSHAMBI,KAUSHAMBI,22.5,31.1,26.1,94,73,4,216,8,HEAVY-RAIN
2025-08-26,KAUSHAMBI,KAUSHAMBI,9.9,31.2,26.1,95,69,2,191,6,Nil
2025-08-22,KAUSHAMBI,MANJHANPUR,6.0,33.0,26.1,92,68,8,233,6,NG
2025-08-23,KAUSHAMBI,MANJHANPUR,30.7,31.2,26.0,94,70,8,239,8,"NG, HEAVY-RAIN"
2025-08-24,KAUSHAMBI,MANJHANPUR,25.8,30.2,26.0,95,74,7,239,7,HEAVY-RAIN
2025-08-25,KAUSHAMBI,MANJHANPUR,22.7,31.1,26.1,94,73,4,215,8,HEAVY-RAIN
2025-08-26,KAUSHAMBI,MANJHANPUR,9.9,31.2,26.1,95,69,2,191,6,Nil
2025-08-22,KAUSHAMBI,MOORATGANJ,6.4,33.0,26.1,92,68,8,233,6,NG
2025-08-23,KAUSHAMBI,MOORATGANJ,31.8,31.2,26.0,94,70,8,240,8,"NG, HEAVY-RAIN"
2025-08-24,KAUSHAMBI,MOORATGANJ,25.8,30.1,26.0,95,74,7,238,7,HEAVY-RAIN
2025-08-25,KAUSHAMBI,MOORATGANJ,22.9,31.1,26.1,94,73,4,213,8,HEAVY-RAIN
2025-08-26,KAUSHAMBI,MOORATGANJ,10.1,31.2,26.1,95,69,2,192,6,Nil
2025-08-22,KAUSHAMBI,NEVADA,9.4,32.9,26.1,92,68,7,232,6,NG
2025-08-23,KAUSHAMBI,NEVADA,31.0,31.1,26.0,94,70,8,241,8,"NG, HEAVY-RAIN"
2025-08-24,KAUSHAMBI,NEVADA,25.4,30.1,26.0,95,74,6,239,7,HEAVY-RAIN
2025-08-25,KAUSHAMBI,NEVADA,23.8,31.1,26.1,94,73,4,203,8,HEAVY-RAIN
2025-08-26,KAUSHAMBI,NEVADA,10.5,31.2,26.1,95,70,2,198,6,Nil
2025-08-22,KAUSHAMBI,SAIRATHU,5.8,32.9,26.1,92,68,8,232,6,NG
2025-08-23,KAUSHAMBI,SAIRATHU,31.0,31.1,26.0,94,70,8,238,8,"NG, HEAVY-RAIN"
2025-08-24,KAUSHAMBI,SAIRATHU,26.2,30.1,26.0,95,74,7,237,7,HEAVY-RAIN
2025-08-25,KAUSHAMBI,SAIRATHU,22.7,31.1,26.1,94,73,4,211,8,HEAVY-RAIN
2025-08-26,KAUSHAMBI,SAIRATHU,10.3,31.2,26.1,95,69,2,187,6,Nil
2025-08-22,KAUSHAMBI,SARSAWAN,5.7,33.0,26.1,92,68,8,233,6,NG
2025-08-23,KAUSHAMBI,SARSAWAN,30.4,31.2,26.0,94,70,8,239,8,"NG, HEAVY-RAIN"
2025-08-24,KAUSHAMBI,SARSAWAN,25.3,30.2,26.0,95,74,7,239,7,HEAVY-RAIN
2025-08-25,KAUSHAMBI,SARSAWAN,22.3,31.1,26.1,94,73,4,216,8,HEAVY-RAIN
2025-08-26,KAUSHAMBI,SARSAWAN,10.0,31.2,26.1,95,69,2,190,6,Nil
2025-08-22,KHERI,BANKEYGANJ,10.8,31.9,25.2,95,69,11,93,6,NG
2025-08-23,KHERI,BANKEYGANJ,11.4,31.1,25.2,94,68,12,92,5,NG
2025-08-24,KHERI,BANKEYGANJ,19.3,31.0,25.1,94,68,13,100,6,HEAVY-RAIN
2025-08-25,KHERI,BANKEYGANJ,16.2,29.2,25.1,95,72,11,87,7,Nil
2025-08-26,KHERI,BANKEYGANJ,11.4,30.1,25.2,95,70,13,100,6,Nil
2025-08-22,KHERI,BEHJAM,11.0,32.0,25.2,95,69,11,94,6,NG
2025-08-23,KHERI,BEHJAM,11.3,31.1,25.2,94,67,12,93,5,NG
2025-08-24,KHERI,BEHJAM,18.9,31.0,25.2,94,68,13,101,6,HEAVY-RAIN
2025-08-25,KHERI,BEHJAM,15.2,29.1,25.2,95,73,11,87,7,Nil
2025-08-26,KHERI,BEHJAM,10.7,30.1,25.2,95,71,13,101,6,Nil
2025-08-22,KHERI,BIJUWA,11.4,31.9,25.1,95,69,11,147,6,NG
2025-08-23,KHERI,BIJUWA,11.7,31.2,25.1,94,67,12,92,5,NG
2025-08-24,KHERI,BIJUWA,19.0,31.1,25.1,94,68,13,101,6,HEAVY-RAIN
2025-08-25,KHERI,BIJUWA,16.9,29.1,25.1,95,73,11,85,7,Nil
2025-08-26,KHERI,BIJUWA,11.4,30.1,25.1,95,70,12,99,6,Nil
2025-08-22,KHERI,DHAURHARA,10.2,32.0,25.1,95,68,10,95,6,NG
2025-08-23,KHERI,DHAURHARA,9.4,31.4,25.1,93,66,11,94,5,NG
2025-08-24,KHERI,DHAURHARA,17.5,31.4,25.1,94,66,12,102,6,HEAVY-RAIN
2025-08-25,KHERI,DHAURHARA,14.3,29.5,25.1,94,70,10,89,7,Nil
2025-08-26,KHERI,DHAURHARA,9.6,30.4,25.1,94,68,10,152,6,Nil
2025-08-22,KHERI,ISANAGAR,11.3,31.9,25.2,95,69,11,94,6,NG
2025-08-23,KHERI,ISANAGAR,11.0,31.1,25.2,94,68,12,93,5,NG
2025-08-24,KHERI,ISANAGAR,18.5,31.0,25.2,94,69,13,101,6,HEAVY-RAIN
2025-08-25,KHERI,ISANAGAR,14.6,29.2,25.2,95,72,12,87,7,Nil
2025-08-26,KHERI,ISANAGAR,11.0,30.2,25.2,95,70,13,100,6,Nil
2025-08-22,KHERI,KUMBHIGOLA,10.8,31.9,25.2,95,69,11,93,6,NG
2025-08-23,KHERI,KUMBHIGOLA,11.4,31.1,25.2,94,68,12,92,5,NG
2025-08-24,KHERI,KUMBHIGOLA,19.3,31.0,25.1,94,68,13,100,6,HEAVY-RAIN
2025-08-25,KHERI,KUMBHIGOLA,16.2,29.2,25.1,95,72,11,87,7,Nil
2025-08-26,KHERI,KUMBHIGOLA,11.4,30.1,25.2,95,70,13,100,6,Nil
2025-08-22,KHERI,LAKHIMPUR,10.9,32.0,25.2,95,69,11,95,6,NG
2025-08-23,KHERI,LAKHIMPUR,11.0,31.2,25.2,94,67,12,93,5,NG
2025-08-24,KHERI,LAKHIMPUR,19.3,31.1,25.2,94,68,14,102,6,HEAVY-RAIN
2025-08-25,KHERI,LAKHIMPUR,15.6,29.2,25.2,95,72,11,87,7,Nil
2025-08-26,KHERI,LAKHIMPUR,10.5,30.2,25.2,95,70,13,101,6,Nil
2025-08-22,KHERI,MITAULI,10.9,31.9,25.2,95,69,11,94,6,NG
2025-08-23,KHERI,MITAULI,11.4,31.1,25.2,94,68,12,93,5,NG
2025-08-24,KHERI,MITAULI,18.6,31.0,25.2,94,68,13,100,6,HEAVY-RAIN
2025-08-25,KHERI,MITAULI,15.3,29.2,25.2,95,72,12,87,7,Nil
2025-08-26,KHERI,MITAULI,11.2,30.1,25.2,95,70,13,100,6,Nil
2025-08-22,KHERI,MOHAMMADI,10.6,31.9,25.2,95,69,11,93,6,NG
2025-08-23,KHERI,MOHAMMADI,11.1,31.1,25.2,94,68,12,146,5,NG
2025-08-24,KHERI,MOHAMMADI,19.0,31.0,25.1,94,68,13,100,6,HEAVY-RAIN
2025-08-25,KHERI,MOHAMMADI,16.1,29.2,25.1,95,72,12,87,7,Nil
2025-08-26,KHERI,MOHAMMADI,11.8,30.1,25.2,95,70,13,100,6,Nil
2025-08-22,KHERI,NAKAHA,10.9,32.0,25.2,95,69,11,95,6,NG
2025-08-23,KHERI,NAKAHA,11.0,31.2,25.2,94,67,12,93,5,NG
2025-08-24,KHERI,NAKAHA,19.1,31.1,25.2,94,68,14,102,6,HEAVY-RAIN
2025-08-25,KHERI,NAKAHA,15.4,29.2,25.2,95,72,11,87,7,Nil
2025-08-26,KHERI,NAKAHA,10.6,30.2,25.2,95,70,13,101,6,Nil
2025-08-22,KHERI,NIGHASAN,11.3,31.9,25.2,95,69,11,94,6,NG
2025-08-23,KHERI,NIGHASAN,11.5,31.2,25.2,94,67,12,146,5,NG
2025-08-24,KHERI,NIGHASAN,18.0,31.2,25.1,94,68,13,102,6,HEAVY-RAIN
2025-08-25,KHERI,NIGHASAN,15.8,29.2,25.1,95,72,11,86,7,Nil
2025-08-26,KHERI,NIGHASAN,10.5,30.2,25.2,95,70,12,100,6,Nil
2025-08-22,KHERI,PALIA,10.9,31.9,25.1,95,69,11,147,6,NG
2025-08-23,KHERI,PALIA,11.0,31.2,25.1,94,67,12,90,5,NG
2025-08-24,KHERI,PALIA,18.3,31.2,25.1,94,68,12,100,6,HEAVY-RAIN
2025-08-25,KHERI,PALIA,16.9,29.2,25.1,95,72,11,84,7,Nil
2025-08-26,KHERI,PALIA,11.5,30.2,25.1,95,70,11,98,6,Nil
2025-08-22,KHERI,PASGAWAN,10.8,31.9,25.2,95,69,11,94,6,NG
2025-08-23,KHERI,PASGAWAN,11.5,31.1,25.2,94,68,12,92,5,NG
2025-08-24,KHERI,PASGAWAN,19.0,31.0,25.2,94,69,13,100,6,HEAVY-RAIN
2025-08-25,KHERI,PASGAWAN,16.7,29.2,25.2,95,72,12,87,7,Nil
2025-08-26,KHERI,PASGAWAN,12.1,30.1,25.2,95,70,13,100,6,Nil
2025-08-22,KHERI,PHOOLBEHAR,11.1,32.0,25.2,95,69,11,94,6,NG
2025-08-23,KHERI,PHOOLBEHAR,11.6,31.2,25.2,94,67,12,93,5,NG
2025-08-24,KHERI,PHOOLBEHAR,18.9,31.1,25.1,94,68,13,102,6,HEAVY-RAIN
2025-08-25,KHERI,PHOOLBEHAR,16.1,29.2,25.2,95,72,11,86,7,Nil
2025-08-26,KHERI,PHOOLBEHAR,10.5,30.2,25.2,95,70,12,101,6,Nil
2025-08-22,KHERI,RAMIA-BEHAR,10.8,32.0,25.2,95,69,11,94,6,NG
2025-08-23,KHERI,RAMIA-BEHAR,10.8,31.3,25.2,94,67,12,92,5,NG
2025-08-24,KHERI,RAMIA-BEHAR,17.5,31.3,25.2,94,67,13,102,6,HEAVY-RAIN
2025-08-25,KHERI,RAMIA-BEHAR,15.4,29.4,25.2,95,71,11,141,7,Nil
2025-08-26,KHERI,RAMIA-BEHAR,10.2,30.3,25.2,95,70,12,101,6,Nil
2025-08-22,KUSHI-NAGAR,DUDHAHI,15.4,32.9,25.0,95,67,11,81,7,"NG, HEAVY-RAIN"
2025-08-23,KUSHI-NAGAR,DUDHAHI,12.4,31.2,26.0,91,68,15,90,7,Nil
2025-08-24,KUSHI-NAGAR,DUDHAHI,18.2,31.2,26.0,92,71,16,91,7,Nil
2025-08-25,KUSHI-NAGAR,DUDHAHI,21.5,31.3,26.0,93,67,13,81,7,HEAVY-RAIN
2025-08-26,KUSHI-NAGAR,DUDHAHI,8.6,32.2,26.8,90,67,13,85,6,Nil
2025-08-22,KUSHI-NAGAR,FAZILNAGAR,15.6,32.9,25.2,95,67,11,83,7,"NG, HEAVY-RAIN"
2025-08-23,KUSHI-NAGAR,FAZILNAGAR,13.7,31.3,26.1,91,67,15,91,7,Nil
2025-08-24,KUSHI-NAGAR,FAZILNAGAR,22.2,31.1,26.0,93,71,16,92,7,Nil
2025-08-25,KUSHI-NAGAR,FAZILNAGAR,21.4,31.3,26.0,93,67,13,82,7,HEAVY-RAIN
2025-08-26,KUSHI-NAGAR,FAZILNAGAR,9.1,32.2,27.0,90,67,14,87,6,Nil
2025-08-22,KUSHI-NAGAR,HATA,15.9,32.9,25.2,95,67,11,82,7,"NG, HEAVY-RAIN"
2025-08-23,KUSHI-NAGAR,HATA,12.7,31.2,26.1,91,67,15,91,7,Nil
2025-08-24,KUSHI-NAGAR,HATA,21.4,31.0,26.0,93,71,16,145,7,Nil
2025-08-25,KUSHI-NAGAR,HATA,21.6,31.2,26.0,93,67,13,81,7,HEAVY-RAIN
2025-08-26,KUSHI-NAGAR,HATA,9.6,32.1,27.0,90,67,14,87,6,Nil
2025-08-22,KUSHI-NAGAR,KAPTAINGANJ,15.6,32.9,25.1,95,67,11,82,7,"NG, HEAVY-RAIN"
2025-08-23,KUSHI-NAGAR,KAPTAINGANJ,12.8,31.2,26.0,91,67,15,145,7,Nil
