State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Uttar Pradesh,Shamli,Khandhla,Guava,Guava,Medium,23-08-2025,2700,2800,2750
Uttar Pradesh,Shamli,Shamli,Banana - Green,Banana - Green,FAQ,23-08-2025,1800,1890,1840
Uttar Pradesh,Shamli,Shamli,Barley (Jau),Dara,FAQ,23-08-2025,2350,2450,2400
Uttar Pradesh,Shamli,Shamli,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,23-08-2025,6620,6720,6670
Uttar Pradesh,Shamli,Shamli,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1775,1875,1825
Uttar Pradesh,Shamli,Shamli,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1730,1830,1780
Uttar Pradesh,Shamli,Shamli,Gur(Jaggery),Yellow,FAQ,23-08-2025,4140,4220,4180
Uttar Pradesh,Shamli,Shamli,Masur Dal,Masur Dal,FAQ,23-08-2025,7760,7840,7800
Uttar Pradesh,Shamli,Shamli,Onion,Red,FAQ,23-08-2025,1500,1600,1550
Uttar Pradesh,Shamli,Shamli,Rice,III,FAQ,23-08-2025,3460,3540,3500
Uttar Pradesh,Shamli,Shamli,Sugar,Chini,FAQ,23-08-2025,4150,4210,4180
Uttar Pradesh,Siddharth Nagar,Naugarh,Green Chilli,Green Chilly,FAQ,23-08-2025,4520,4600,4550
Uttar Pradesh,Siddharth Nagar,Naugarh,Gur(Jaggery),Red,FAQ,23-08-2025,4240,4290,4250
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Apple,Delicious,Large,23-08-2025,8500,8780,8600
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1600,1805,1680
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,1600,1780,1680
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Paddy(Dhan)(Common),Common,FAQ,23-08-2025,2340,2560,2500
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Tomato,Hybrid,FAQ,23-08-2025,1900,2050,1980
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Onion,Nasik,FAQ,23-08-2025,1200,1240,1220
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Wood,Other,FAQ,23-08-2025,500,600,550
Uttar Pradesh,Sitapur,Mehmoodabad,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1590,1650,1620
Uttar Pradesh,Sitapur,Mehmoodabad,Green Chilli,Green Chilly,FAQ,23-08-2025,4540,4610,4570
Uttar Pradesh,Sitapur,Sitapur,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,23-08-2025,6400,6700,6600
Uttar Pradesh,Sitapur,Sitapur,Mustard,Sarson(Black),FAQ,23-08-2025,6300,7200,6660
Uttar Pradesh,Sitapur,Sitapur,Onion,Red,FAQ,23-08-2025,1300,1500,1410
Uttar Pradesh,Sitapur,Sitapur,White Peas,White Peas,FAQ,23-08-2025,3900,4100,4045
Uttar Pradesh,Sitapur,Viswan,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1600,1640,1620
Uttar Pradesh,Sitapur,Viswan,Ginger(Green),Green Ginger,FAQ,23-08-2025,3825,3875,3850
Uttar Pradesh,Unnao,Bangarmau,Banana,Banana - Ripe,Medium,23-08-2025,2720,2820,2770
Uttar Pradesh,Unnao,Bangarmau,Brinjal,Round/Long,FAQ,23-08-2025,1640,1740,1680
Uttar Pradesh,Unnao,Bangarmau,Onion,Red,FAQ,23-08-2025,1360,1460,1410
Uttar Pradesh,Unnao,Bangarmau,Pomegranate,Pomogranate,Medium,23-08-2025,6730,6830,6780
Uttar Pradesh,Unnao,Bangarmau,Potato,Desi,FAQ,23-08-2025,1080,1180,1130
Uttar Pradesh,Unnao,Bangarmau,Wheat,Dara,FAQ,23-08-2025,2470,2570,2520
Uttar Pradesh,Unnao,Unnao,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,9650,9800,9700
Uttar Pradesh,Unnao,Unnao,Potato,Desi,FAQ,23-08-2025,1075,1175,1120
Uttar Pradesh,Unnao,Unnao,Rice,Common,FAQ,23-08-2025,3150,3200,3175
Uttar Pradesh,Unnao,Unnao,Wheat,Dara,FAQ,23-08-2025,2550,2600,2570
Uttar Pradesh,Agra,Achnera,Brinjal,Round/Long,FAQ,23-08-2025,1600,1700,1650
Uttar Pradesh,Agra,Achnera,Mustard,Sarson(Black),FAQ,23-08-2025,7100,7180,7140
Uttar Pradesh,Agra,Achnera,Sponge gourd,Sponge gourd,FAQ,23-08-2025,1660,1740,1700
Uttar Pradesh,Agra,Achnera,Wheat,Dara,FAQ,23-08-2025,2500,2640,2570
Uttar Pradesh,Agra,Agra,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6450,6720,6560
Uttar Pradesh,Agra,Agra,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,2300,2550,2400
Uttar Pradesh,Agra,Agra,Brinjal,Round/Long,FAQ,23-08-2025,1740,2000,1820
Uttar Pradesh,Agra,Agra,Colacasia,Colacasia,FAQ,23-08-2025,1500,1700,1600
Uttar Pradesh,Agra,Agra,Gur(Jaggery),Red,FAQ,23-08-2025,4270,4400,4320
Uttar Pradesh,Agra,Agra,Mousambi(Sweet Lime),Mousambi,Medium,23-08-2025,2850,3300,3020
Uttar Pradesh,Agra,Agra,Pumpkin,Pumpkin,FAQ,23-08-2025,1050,1300,1150
Uttar Pradesh,Agra,Agra,Wheat,Dara,FAQ,23-08-2025,2550,2625,2575
Uttar Pradesh,Agra,Agra,White Peas,White Peas,FAQ,23-08-2025,3920,4100,4010
Uttar Pradesh,Aligarh,Khair,Banana,Banana - Ripe,Small,23-08-2025,2200,2800,2400
Uttar Pradesh,Aligarh,Khair,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,1400,1800,1600
Uttar Pradesh,Aligarh,Khair,Ginger(Green),Green Ginger,FAQ,23-08-2025,4000,4800,4500
Uttar Pradesh,Ambedkarnagar,Akbarpur,Apple,Delicious,Medium,23-08-2025,7700,7880,7850
Uttar Pradesh,Ambedkarnagar,Akbarpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,23-08-2025,7450,7650,7550
Uttar Pradesh,Ambedkarnagar,Akbarpur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6400,6550,6420
Uttar Pradesh,Ambedkarnagar,Akbarpur,Capsicum,Capsicum,FAQ,23-08-2025,5100,5250,5200
Uttar Pradesh,Ambedkarnagar,Akbarpur,Lemon,Lemon,FAQ,23-08-2025,4400,4550,4480
Uttar Pradesh,Ambedkarnagar,Akbarpur,Tomato,Hybrid,FAQ,23-08-2025,4000,4250,4200
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,Dara,FAQ,23-08-2025,2500,2580,2560
Uttar Pradesh,Amethi,Sultanpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,10285,10335,10300
Uttar Pradesh,Amethi,Sultanpur,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,1900,1945,1930
Uttar Pradesh,Amethi,Sultanpur,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23-08-2025,2985,3035,3000
Uttar Pradesh,Amroha,Amroha,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,10020,10120,10070
Uttar Pradesh,Amroha,Amroha,Potato,Kufri Megha,FAQ,23-08-2025,970,1100,1040
Uttar Pradesh,Amroha,Dhanaura,Green Chilli,Green Chilly,FAQ,23-08-2025,2000,2500,2200
Uttar Pradesh,Amroha,Dhanaura,Potato,Desi,Non-FAQ,23-08-2025,1000,1500,1200
Uttar Pradesh,Amroha,Hasanpur,Lemon,Lemon,FAQ,23-08-2025,2100,3000,2520
Uttar Pradesh,Auraiya,Achalda,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,5900,6050,5940
Uttar Pradesh,Auraiya,Achalda,Maize,Yellow,FAQ,23-08-2025,2200,2320,2225
Uttar Pradesh,Auraiya,Achalda,Mustard,Lohi Black,FAQ,23-08-2025,6900,7050,7000
Uttar Pradesh,Auraiya,Achalda,Potato,Badshah,FAQ,23-08-2025,1100,1200,1120
Uttar Pradesh,Auraiya,Auraiya,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,5800,6050,5960
Uttar Pradesh,Auraiya,Auraiya,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1155,1375,1280
Uttar Pradesh,Auraiya,Auraiya,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,1675,1850,1770
Uttar Pradesh,Auraiya,Dibiapur,Onion,Red,Non-FAQ,23-08-2025,1300,1475,1400
Uttar Pradesh,Auraiya,Dibiapur,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23-08-2025,1825,2000,1900
Uttar Pradesh,Auraiya,Dibiapur,Pumpkin,Pumpkin,FAQ,23-08-2025,900,1100,1000
Uttar Pradesh,Auraiya,Dibiapur,Tomato,Hybrid,Non-FAQ,23-08-2025,1700,1875,1800
Uttar Pradesh,Ayodhya,Faizabad,Banana,Banana - Ripe,Medium,23-08-2025,2750,2900,2830
Uttar Pradesh,Ayodhya,Faizabad,Pomegranate,Pomogranate,Medium,23-08-2025,7000,7200,7100
Uttar Pradesh,Ayodhya,Faizabad,Rice,Coarse,FAQ,23-08-2025,3070,3250,3185
Uttar Pradesh,Azamgarh,Azamgarh,Apple,Delicious,Medium,23-08-2025,9025,9175,9100
Uttar Pradesh,Azamgarh,Azamgarh,Banana - Green,Banana - Green,FAQ,23-08-2025,1600,1750,1670
Uttar Pradesh,Azamgarh,Azamgarh,Brinjal,Brinjal,FAQ,23-08-2025,1700,1850,1775
Uttar Pradesh,Azamgarh,Azamgarh,Wheat,Dara,FAQ,23-08-2025,2485,2585,2535
Uttar Pradesh,Badaun,Badayoun,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1700,1850,1780
Uttar Pradesh,Badaun,Badayoun,Potato,Desi,FAQ,23-08-2025,1000,1130,1070
Uttar Pradesh,Badaun,Badayoun,Pumpkin,Pumpkin,FAQ,23-08-2025,1310,1420,1360
Uttar Pradesh,Badaun,Badayoun,Tomato,Deshi,FAQ,23-08-2025,4000,4180,4100
Uttar Pradesh,Badaun,Badayoun,Tomato,Deshi,Non-FAQ,23-08-2025,3900,4000,3950
Uttar Pradesh,Badaun,Shahaswan,Banana,Amruthapani,Medium,23-08-2025,2000,2200,2100
Uttar Pradesh,Badaun,Shahaswan,Brinjal,Brinjal,FAQ,23-08-2025,950,1100,1000
Uttar Pradesh,Badaun,Shahaswan,Potato,Potato,Non-FAQ,23-08-2025,950,1100,1000
Uttar Pradesh,Badaun,Wazirganj,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1325,1400,1350
Uttar Pradesh,Badaun,Wazirganj,Garlic,Garlic,FAQ,23-08-2025,6450,6500,6475
Uttar Pradesh,Badaun,Wazirganj,Green Chilli,Green Chilly,FAQ,23-08-2025,4425,4500,4450
Uttar Pradesh,Badaun,Wazirganj,Wheat,Dara,Non-FAQ,23-08-2025,2425,2475,2450
Uttar Pradesh,Baghpat,Bagpat,Brinjal,Round/Long,FAQ,23-08-2025,1300,1500,1400
Uttar Pradesh,Baghpat,Bagpat,Green Chilli,Green Chilly,FAQ,23-08-2025,3200,3600,3400
Uttar Pradesh,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,23-08-2025,8650,8850,8750
Uttar Pradesh,Baghpat,Baraut,Banana - Green,Banana - Green,FAQ,23-08-2025,1700,1900,1800
Uttar Pradesh,Baghpat,Baraut,Gur(Jaggery),Yellow,FAQ,23-08-2025,3500,4500,4290
Uttar Pradesh,Baghpat,Khekda,Sponge gourd,Sponge gourd,FAQ,23-08-2025,1200,1600,1400
Uttar Pradesh,Bahraich,Naanpara,Apple,Kasmir/Shimla - II,Medium,23-08-2025,5000,5200,5100
Uttar Pradesh,Ballia,Ballia,Potato,Potato,FAQ,23-08-2025,1050,1100,1075
Uttar Pradesh,Ballia,Ballia,Wheat,Dara,FAQ,23-08-2025,2510,2550,2530
Uttar Pradesh,Ballia,Rasda,Apple,Delicious,Medium,23-08-2025,9055,9200,9125
Uttar Pradesh,Ballia,Rasda,Brinjal,Brinjal,FAQ,23-08-2025,1655,1800,1740
Uttar Pradesh,Ballia,Rasda,Ginger(Green),Green Ginger,FAQ,23-08-2025,3650,3790,3725
Uttar Pradesh,Ballia,Rasda,Potato,Desi,FAQ,23-08-2025,980,1125,1060
Uttar Pradesh,Ballia,Vilthararoad,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,11000,12000,11500
Uttar Pradesh,Ballia,Vilthararoad,Rice,III,FAQ,23-08-2025,2000,2200,2100
Uttar Pradesh,Balrampur,Balrampur,Banana - Green,Banana - Green,FAQ,23-08-2025,1600,1800,1700
Uttar Pradesh,Balrampur,Balrampur,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1700,1900,1800
Uttar Pradesh,Balrampur,Balrampur,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,2150,2350,2250
Uttar Pradesh,Balrampur,Balrampur,Garlic,Garlic,FAQ,23-08-2025,6500,6700,6600
Uttar Pradesh,Balrampur,Balrampur,Mousambi(Sweet Lime),Mousambi,Medium,23-08-2025,3800,4000,3900
Uttar Pradesh,Balrampur,Balrampur,Potato,Desi,FAQ,23-08-2025,1000,1200,1100
Uttar Pradesh,Balrampur,Balrampur,Tomato,Hybrid,FAQ,23-08-2025,4200,4400,4300
Uttar Pradesh,Balrampur,Tulsipur,Onion,Red,FAQ,23-08-2025,1425,1480,1450
Uttar Pradesh,Balrampur,Tulsipur,Paddy(Dhan)(Common),Common,FAQ,23-08-2025,2020,2080,2050
Uttar Pradesh,Balrampur,Tulsipur,Potato,Desi,FAQ,23-08-2025,1170,1260,1220
Uttar Pradesh,Balrampur,Tulsipur,Wheat,Dara,FAQ,23-08-2025,2430,2470,2450
Uttar Pradesh,Banda,Banda,Banana,Banana - Ripe,Medium,23-08-2025,2150,2310,2230
Uttar Pradesh,Banda,Banda,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,5575,5775,5675
Uttar Pradesh,Banda,Banda,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1560,1700,1630
Uttar Pradesh,Banda,Banda,Brinjal,Round/Long,FAQ,23-08-2025,1590,1725,1660
Uttar Pradesh,Banda,Banda,Ginger(Green),Green Ginger,FAQ,23-08-2025,3550,3750,3650
Uttar Pradesh,Banda,Banda,Tomato,Deshi,FAQ,23-08-2025,3810,4010,3910
Uttar Pradesh,Barabanki,Barabanki,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6650,6730,6690
Uttar Pradesh,Barabanki,Barabanki,Jack Fruit,Jack Fruit,Medium,23-08-2025,1650,1750,1700
Uttar Pradesh,Barabanki,Barabanki,Mustard,Sarson(Black),FAQ,23-08-2025,6580,6680,6630
Uttar Pradesh,Barabanki,Barabanki,Pomegranate,Pomogranate,Medium,23-08-2025,6700,6800,6750
Uttar Pradesh,Barabanki,Barabanki,Potato,Desi,FAQ,23-08-2025,1010,1110,1060
Uttar Pradesh,Barabanki,Barabanki,Rice,III,FAQ,23-08-2025,3380,3440,3410
Uttar Pradesh,Bareilly,Anwala,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,800,1200,1000
Uttar Pradesh,Bareilly,Bareilly,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1300,1345,1320
Uttar Pradesh,Bareilly,Bareilly,Onion,Red,FAQ,23-08-2025,1430,1480,1450
Uttar Pradesh,Basti,Basti,Banana - Green,Banana - Green,FAQ,23-08-2025,1680,1880,1780
Uttar Pradesh,Basti,Basti,Rice,III,FAQ,23-08-2025,3225,3325,3275
Uttar Pradesh,Bijnor,Bijnaur,Tomato,Hybrid,FAQ,23-08-2025,4010,4060,4030
Uttar Pradesh,Bijnor,Bijnaur,Wheat,Dara,FAQ,23-08-2025,2530,2600,2560
Uttar Pradesh,Bulandshahar,Buland Shahr,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1550,1800,1650
Uttar Pradesh,Bulandshahar,Buland Shahr,Brinjal,Round/Long,FAQ,23-08-2025,1500,1750,1685
Uttar Pradesh,Bulandshahar,Buland Shahr,Colacasia,Colacasia,FAQ,23-08-2025,1900,2150,1980
Uttar Pradesh,Bulandshahar,Buland Shahr,Green Chilli,Green Chilly,FAQ,23-08-2025,4500,4850,4670
Uttar Pradesh,Bulandshahar,Buland Shahr,Gur(Jaggery),Pathari,FAQ,23-08-2025,4100,4350,4285
Uttar Pradesh,Bulandshahar,Buland Shahr,Mustard,Lohi Black,FAQ,23-08-2025,6750,6950,6880
Uttar Pradesh,Bulandshahar,Buland Shahr,Onion,Red,FAQ,23-08-2025,1300,1550,1425
Uttar Pradesh,Bulandshahar,Buland Shahr,Potato,F.A.Q.,FAQ,23-08-2025,1050,1150,1075
Uttar Pradesh,Bulandshahar,Divai,Brinjal,Brinjal,FAQ,23-08-2025,1200,1400,1300
Uttar Pradesh,Bulandshahar,Gulavati,Cauliflower,Cauliflower,FAQ,23-08-2025,1100,1300,1200
Uttar Pradesh,Bulandshahar,Gulavati,Colacasia,Other,FAQ,23-08-2025,1200,1400,1300
Uttar Pradesh,Bulandshahar,Gulavati,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,1300,1500,1400
Uttar Pradesh,Bulandshahar,Gulavati,Potato,Desi,FAQ,23-08-2025,1200,1400,1300
Uttar Pradesh,Bulandshahar,Jahangirabad,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,10060,10300,10180
Uttar Pradesh,Bulandshahar,Jahangirabad,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1520,1705,1615
Uttar Pradesh,Bulandshahar,Jahangirabad,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,2405,2590,2495
Uttar Pradesh,Bulandshahar,Jahangirabad,Brinjal,Round/Long,FAQ,23-08-2025,1715,1890,1800
Uttar Pradesh,Bulandshahar,Jahangirabad,Gur(Jaggery),Yellow,FAQ,23-08-2025,4210,4400,4305
Uttar Pradesh,Bulandshahar,Khurja,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,1900,2100,2000
Uttar Pradesh,Bulandshahar,Khurja,Maize,Yellow,FAQ,23-08-2025,2240,2340,2290
Uttar Pradesh,Bulandshahar,Khurja,Onion,Red,FAQ,23-08-2025,1310,1510,1410
Uttar Pradesh,Bulandshahar,Khurja,Papaya,Papaya,Medium,23-08-2025,2660,2860,2760
Uttar Pradesh,Bulandshahar,Sikarpur,Brinjal,Round/Long,FAQ,23-08-2025,1400,1500,1450
Uttar Pradesh,Bulandshahar,Sikarpur,Cabbage,Cabbage,FAQ,23-08-2025,4400,4600,4500
Uttar Pradesh,Bulandshahar,Sikarpur,Sponge gourd,Sponge gourd,FAQ,23-08-2025,1400,1500,1450
Uttar Pradesh,Chandauli,Chandoli,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,2110,2210,2160
Uttar Pradesh,Chandauli,Chandoli,Lemon,Lemon,FAQ,23-08-2025,4400,4500,4450
Uttar Pradesh,Chandauli,Chandoli,Pumpkin,Pumpkin,FAQ,23-08-2025,1375,1475,1425
Uttar Pradesh,Deoria,Devariya,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1510,1530,1520
Uttar Pradesh,Deoria,Devariya,Potato,Potato,FAQ,23-08-2025,1010,1030,1025
Uttar Pradesh,Deoria,Devariya,Tomato,Hybrid,FAQ,23-08-2025,4050,4125,4100
Uttar Pradesh,Etah,Etah,Apple,Kasmir/Shimla - II,Medium,23-08-2025,8000,9000,8500
Uttar Pradesh,Etah,Etah,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1200,1500,1500
Uttar Pradesh,Etah,Etah,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,23-08-2025,7500,9200,8825
Uttar Pradesh,Etah,Etah,Brinjal,Round/Long,FAQ,23-08-2025,1500,2000,1755
Uttar Pradesh,Etah,Etah,Cabbage,Cabbage,FAQ,23-08-2025,1200,1500,1475
Uttar Pradesh,Etah,Etah,Green Chilli,Green Chilly,FAQ,23-08-2025,4000,4500,4105
Uttar Pradesh,Etah,Etah,Papaya,Papaya,Medium,23-08-2025,2500,3000,2710
Uttar Pradesh,Etah,Etah,Wheat,Dara,FAQ,23-08-2025,2425,2600,2500
Uttar Pradesh,Etawah,Bharthna,Brinjal,Brinjal,FAQ,23-08-2025,1410,1610,1510
Uttar Pradesh,Etawah,Bharthna,Garlic,Garlic,FAQ,23-08-2025,5600,6250,6050
Uttar Pradesh,Etawah,Bharthna,Maize,Yellow,FAQ,23-08-2025,2125,2250,2230
Uttar Pradesh,Etawah,Bharthna,Mustard Oil,Mustard Oil,FAQ,23-08-2025,14250,14450,14350
Uttar Pradesh,Etawah,Bharthna,Rice,Common,FAQ,23-08-2025,3200,3400,3300
Uttar Pradesh,Etawah,Etawah,Brinjal,Brinjal,FAQ,23-08-2025,1300,1600,1500
Uttar Pradesh,Etawah,Etawah,Cauliflower,Cauliflower,FAQ,23-08-2025,3900,4200,4100
Uttar Pradesh,Etawah,Etawah,Colacasia,Arabi,FAQ,23-08-2025,1350,1600,1560
Uttar Pradesh,Etawah,Etawah,Garlic,Garlic,FAQ,23-08-2025,5700,6400,6100
Uttar Pradesh,Etawah,Etawah,Maize,Yellow,FAQ,23-08-2025,2100,2300,2260
Uttar Pradesh,Etawah,Etawah,Spinach,Spinach,FAQ,23-08-2025,2200,2500,2400
Uttar Pradesh,Etawah,Jasvantnagar,Apple,Apple,Medium,23-08-2025,7070,7170,7120
Uttar Pradesh,Etawah,Jasvantnagar,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1015,1115,1065
Uttar Pradesh,Etawah,Jasvantnagar,Garlic,Garlic,FAQ,23-08-2025,6070,6170,6120
Uttar Pradesh,Etawah,Jasvantnagar,Ginger(Green),Green Ginger,FAQ,23-08-2025,3470,3570,3520
Uttar Pradesh,Etawah,Jasvantnagar,Pumpkin,Pumpkin,FAQ,23-08-2025,1510,1610,1560
Uttar Pradesh,Etawah,Jasvantnagar,Raddish,Raddish,FAQ,23-08-2025,1870,1970,1920
Uttar Pradesh,Farukhabad,Farukhabad,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1100,1300,1200
Uttar Pradesh,Farukhabad,Farukhabad,Green Chilli,Green Chilly,FAQ,23-08-2025,4300,4500,4400
Uttar Pradesh,Farukhabad,Kayamganj,Onion,Red,FAQ,23-08-2025,1350,1500,1425
Uttar Pradesh,Farukhabad,Mohamadabad,Banana,Banana - Ripe,Medium,23-08-2025,2720,2920,2820
Uttar Pradesh,Farukhabad,Mohamadabad,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1100,1300,1200
Uttar Pradesh,Farukhabad,Mohamadabad,Brinjal,Round/Long,FAQ,23-08-2025,1550,1750,1650
Uttar Pradesh,Farukhabad,Mohamadabad,Onion,Red,FAQ,23-08-2025,1340,1540,1440
Uttar Pradesh,Fatehpur,Fatehpur,Apple,Delicious,Medium,23-08-2025,8300,8700,8500
Uttar Pradesh,Fatehpur,Fatehpur,Ginger(Green),Green Ginger,FAQ,23-08-2025,3900,4100,4000
Uttar Pradesh,Fatehpur,Fatehpur,Onion,Red,FAQ,23-08-2025,1350,1500,1430
Uttar Pradesh,Fatehpur,Fatehpur,Papaya,Papaya,Medium,23-08-2025,2700,2900,2820
Uttar Pradesh,Fatehpur,Fatehpur,Rice,III,FAQ,23-08-2025,2900,3100,3010
Uttar Pradesh,Fatehpur,Fatehpur,Tomato,Deshi,FAQ,23-08-2025,4000,4200,4110
Uttar Pradesh,Fatehpur,Khaga,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1600,1725,1660
Uttar Pradesh,Fatehpur,Khaga,Brinjal,Round/Long,FAQ,23-08-2025,1620,1745,1680
Uttar Pradesh,Fatehpur,Khaga,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,2000,2130,2075
Uttar Pradesh,Fatehpur,Khaga,Onion,Red,FAQ,23-08-2025,1400,1525,1470
Uttar Pradesh,Fatehpur,Khaga,Wheat,Dara,FAQ,23-08-2025,2510,2575,2540
Uttar Pradesh,Firozabad,Firozabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,23-08-2025,2250,2290,2275
Uttar Pradesh,Firozabad,Firozabad,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6450,6600,6520
Uttar Pradesh,Firozabad,Firozabad,Brinjal,Brinjal,FAQ,23-08-2025,1510,1760,1640
Uttar Pradesh,Firozabad,Firozabad,Cauliflower,Cauliflower,FAQ,23-08-2025,3000,3250,3130
Uttar Pradesh,Firozabad,Firozabad,Garlic,Garlic,FAQ,23-08-2025,5600,6050,5830
Uttar Pradesh,Firozabad,Firozabad,Ginger(Green),Green Ginger,FAQ,23-08-2025,3340,3575,3460
Uttar Pradesh,Firozabad,Firozabad,Onion,Red,FAQ,23-08-2025,1350,1580,1475
Uttar Pradesh,Firozabad,Sirsaganj,Onion,Red,FAQ,23-08-2025,1000,1200,1100
Uttar Pradesh,Firozabad,Tundla,Barley (Jau),Dara,FAQ,23-08-2025,2325,2375,2350
Uttar Pradesh,Firozabad,Tundla,Gur(Jaggery),Red,FAQ,23-08-2025,4065,4125,4100
Uttar Pradesh,Firozabad,Tundla,Mustard,Lohi Black,FAQ,23-08-2025,6925,7000,6950
Uttar Pradesh,Firozabad,Tundla,Tomato,Deshi,FAQ,23-08-2025,3825,3875,3850
Uttar Pradesh,Firozabad,Tundla,Wheat,Dara,FAQ,23-08-2025,2525,2575,2550
Uttar Pradesh,Gautam Budh Nagar,Dadri,Apple,Apple,Medium,23-08-2025,8400,8800,8600
Uttar Pradesh,Gautam Budh Nagar,Dadri,Banana - Green,Banana - Green,FAQ,23-08-2025,1700,1880,1780
Uttar Pradesh,Gautam Budh Nagar,Dadri,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1350,1560,1450
Uttar Pradesh,Gautam Budh Nagar,Dadri,Garlic,Garlic,FAQ,23-08-2025,6100,6500,6300
Uttar Pradesh,Gautam Budh Nagar,Dadri,Potato,Desi,Non-FAQ,23-08-2025,820,940,880
Uttar Pradesh,Ghaziabad,Ghaziabad,Apple,Kasmir/Shimla - II,Medium,23-08-2025,8800,9000,8900
Uttar Pradesh,Ghaziabad,Ghaziabad,Barley (Jau),Dara,FAQ,23-08-2025,2350,2370,2360
Uttar Pradesh,Ghaziabad,Ghaziabad,Barley (Jau),Dara,Non-FAQ,23-08-2025,2150,2170,2160
Uttar Pradesh,Ghaziabad,Ghaziabad,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,2400,2480,2440
Uttar Pradesh,Ghaziabad,Ghaziabad,Onion,Red,Non-FAQ,23-08-2025,1120,1220,1170
Uttar Pradesh,Ghaziabad,Ghaziabad,Pumpkin,Pumpkin,FAQ,23-08-2025,1380,1480,1430
Uttar Pradesh,Ghaziabad,Ghaziabad,Tomato,Deshi,FAQ,23-08-2025,3960,4060,4010
Uttar Pradesh,Ghaziabad,Ghaziabad,Tomato,Deshi,Non-FAQ,23-08-2025,3800,3900,3850
Uttar Pradesh,Ghaziabad,Ghaziabad,White Peas,White Peas,FAQ,23-08-2025,4270,4370,4320
Uttar Pradesh,Ghaziabad,Hapur,Apple,Delicious,Medium,23-08-2025,8650,8780,8700
